id,question,title
537,can I play pickleball,"Given the stop-and-go nature of pickleball, it presents specific challenges after a knee replacement. Singles play, which involves a lot of pivoting, is generally not recommended. Playing doubles might be a possibility around 6 to 12 months after surgery but should be approached with caution and in moderation. 

Always consult with your orthopedic surgeon before attempting to play pickleball to ensure it aligns with your recovery stage."
538,what about pickleball,"Given the stop-and-go nature of pickleball, it presents specific challenges after a knee replacement. Singles play, which involves a lot of pivoting, is generally not recommended. Playing doubles might be a possibility around 6 to 12 months after surgery but should be approached with caution and in moderation. 

Always consult with your orthopedic surgeon before attempting to play pickleball to ensure it aligns with your recovery stage."
539,How often should I do my rehab exercises after knee replacement surgery?,"Keeping up with rehab is crucial for regaining knee mobility and strength. In addition to attending in-person physical therapy as directed, be sure to diligently complete the exercises provided within the Orva recovery app as well. The Orva program will play a major role in helping you achieve optimal range of motion and overall recovery goals. Stick closely to the regimen recommended by your physical therapist and the Orva protocol for the best results. Consistent rehab will get you back on your feet faster."
540,Is a knee brace necessary after surgery?,Whether you need to wear a knee brace after surgery depends on your surgeon's protocol. Some have patients wear a brace for up to 6 weeks to protect the knee while the incision heals. Others may only recommend bracing if you feel unstable. Talk to your surgeon about their specific brace recommendations.
541,How much weight can I put on my knee immediately after surgery?,How much weight you can bear on your surgical leg initially varies. Some patients are able to walk with support the day of surgery. Others may need to limit weight bearing for 2-4 weeks. Follow your surgeon and physical therapist's guidelines for safe weight bearing after your knee replacement. Progress gradually under their guidance.
542,How often should I do my rehab exercises after knee replacement surgery?,Most surgeons recommend doing your physical therapy exercises at least 2-3 times per day for up to 30 minutes each session in the initial recovery period. Keeping up with rehab is crucial for regaining knee mobility and strength. Stick to the regimen recommended by your physical therapist for the best results.
543,How long does a knee replacement last?,"The latest studies show over 90% of knee replacements last 15-20 years. However, an active lifestyle, obesity or other factors may shorten longevity. Some patients do eventually need revision surgery if components become loose or wear out. Your age at initial replacement also impacts duration. Discuss your concerns with your orthopedic surgeon."
544,Will I need physical therapy after knee replacement surgery?,"Keeping up with physical therapy is crucial for regaining knee mobility and strength. In addition to attending in-person physical therapy as directed, be sure to diligently complete the exercises provided within the Orva recovery app as well. The Orva program will play a major role in helping you achieve optimal range of motion and overall recovery goals. Stick closely to the regimen recommended by your physical therapist and the Orva protocol for the best results. Consistent rehab will get you back on your feet faster."
545,How long will I be in the hospital after knee replacement surgery?,"Most patients stay 1-3 days in the hospital after a knee replacement. You must meet physical therapy milestones like walking safely before discharge. With rapid recovery protocols, some even go home the same day. Your doctor will monitor your progress and discharge you once stable."
546,What are the restrictions after a knee replacement?,"Common restrictions include no driving for 4-6 weeks, no submerging the incision for 2 weeks, no high impact activities for 6-12 months, limit weight bearing if instructed, and avoid falls or excessive knee strain during the recovery period. Follow all of your surgeon's guidelines closely."
547,Can I kneel after surgery?,"Your ability to kneel safely after surgery will be determined by your surgeon, typically around 6 to 12 weeks post-surgery, once the incision has adequately healed. Even after you've been cleared to kneel, avoiding prolonged or forceful kneeling that puts direct pressure on the kneecap is advisable to protect the components of your knee replacement. 

Always follow the guidance of your care team regarding kneeling and other activities."
548,Can I kneel at church?,"Your ability to kneel safely after surgery will be determined by your surgeon, typically around 6 to 12 weeks post-surgery, once the incision has adequately healed. Even after you've been cleared to kneel, avoiding prolonged or forceful kneeling that puts direct pressure on the kneecap is advisable to protect the components of your knee replacement. 

Always follow the guidance of your care team regarding kneeling and other activities."
549,How long will my scar be after knee replacement surgery?,The incision for a knee replacement is typically 4-6 inches long depending on the surgical technique used. The scar fades over time but will remain permanently. Use sun protection on the incision as advised once it's healed.
550,How much walking can I do after knee replacement?,"Walking is encouraged after surgery, but take it slowly. Start with 5-10 minutes 2-3 times a day and gradually increase your duration and distance. Avoid overdoing it. Use support like a cane or walker initially as instructed. Listen to your body and stop if you feel pain."
551,How do I strengthen my knee after replacement surgery?,"Dedicated rehab therapy is the best way to rebuild strength in your knee. Your physical therapist will guide you through targeted exercises using resistance bands, weights or your own body weight when you are ready. Stick to the regimen prescribed."
552,Will knee replacement help me walk and move better?,"The goal of knee replacement surgery is to significantly improve your mobility, walking ability, range of motion and quality of life. Through rigorous rehab, most patients can ultimately walk longer distances with less pain after full recovery."
553,Will I need crutches or a cane long-term after knee replacement?,"Most patients need support like a walker, crutches, or cane for the first couple weeks after surgery. Use slowly decreases as your strength improves over 2-3 months post-op. Long-term use is uncommon unless your surgeon advises otherwise. Listen to their recommendations on weaning off assistive devices."
554,I'm constipated,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
555,what should I do about constipation?,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
556,is constipation dangerous?,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
557,when is constipation dangerous?,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
558,is it dangerous to be constipated?,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
559,How do I manage constipation after my knee replacement surgery?,"It's not uncommon to experience constipation during your recovery, especially when your physical activity is limited and if you're taking certain medications for pain management, which can often contribute to this discomfort.

First and foremost, it's important to stay hydrated by drinking plenty of water throughout the day. Water can help to soften stools, making them easier to pass. Incorporating fiber-rich foods into your diet, such as fruits, vegetables, whole grains, and legumes, can also promote better bowel movements.

Gentle physical activity can also aid in alleviating constipation. Even light movements or short walks, if recommended and safe for you to do so, can help stimulate your digestive system.

Over-the-counter remedies, such as fiber supplements or stool softeners, might be helpful, but it's crucial to consult with your care team before taking any new medication or supplement to ensure it's appropriate for your specific health situation and won't interfere with your recovery.

If your constipation persists or if you experience significant discomfort, please reach out to your care team at 724-272- 3698 for personalized advice and treatment options. They may suggest additional strategies or medications to relieve your symptoms."
560,Why does my knee look red?,"If your knee appears red after knee replacement surgery, there are a few possible causes:

- **Normal swelling and inflammation during the healing process.** It is common to have some redness around the incision site or joint as fluid accumulates during recovery. This should gradually improve with time.
- **Infection.** Redness spreading from the incision accompanied by increased pain, warmth, drainage or fever can indicate an infection. This requires prompt medical attention to treat with antibiotics.
- **Blood clot.** A blood clot in your leg veins can cause calf pain, swelling, redness and warmth. Seek emergency care right away if you suspect a blood clot.
- **Allergic reaction.** Though less common, redness, itching and irritation around the incision could signal an allergic reaction to bandages, antibiotic ointment or other topical products. Inform your surgeon.
- **Kneecap issues.** Redness localized on or around the kneecap may be a sign of pain, stiffness or problems tracking properly as your knee heals. Physical therapy can help improve this.

While some redness is normal initially, let your doctor know if the redness spreads, is warm to touch, or persists beyond 2 weeks after surgery. Signs like increased drainage, fever or calf pain warrant urgent evaluation to rule out serious complications. Try to keep your leg elevated regularly to minimize swelling. Your surgeon will monitor and address any concerning knee redness during follow-up appointments."
561,I want to speak to a person ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
562,Let me talk to a person ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
563,I want to talk to a real person ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
564,send me to a person ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
565,I want to speak to a human ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
566,let me talk to a human ,"I'm here to provide immediate answers to any common questions you may have before or after your knee replacement surgery. I'm knowledgeable about the procedure, recovery process, physical therapy, and more. I encourage you to utilize me as a resource for any questions that you might have so I can provide you with timely information related to your surgery and care.

However, if you have a specific question or concern that I'm unable to address, here is the number for our orthopedic office to speak directly with someone on our care team: 724-272-3698. Please feel free to ask me any questions first, as I'm designed to help patients like yourself quickly access the information you need for a smooth recovery."
567,hi,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
568,good evening,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
569,hey,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
570,hello,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
571,good morning,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
572,good afternoon,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
573,good evening,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
574,what's up ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
575,yo,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
576,howdy,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
577,Ok,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
578,ok,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
579,thanks ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
580,cool,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
581,okay,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
582,Okay ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
583,Cool ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
584,alright,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
585,good ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
586,thanks ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
587,Thank you ,"Hi! I can help you explore resources on managing pain, soreness, swelling, and incision site care after surgery. Just let me know which topic you'd like to learn more about!




"
588,when can I have a drink?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
589,is it ok to have a glass of wine?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
590,is it ok to have a beer?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
591,when can I have a beer?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
592,can I have a beer?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
593,can I have a glass of wine?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
594,can I have a cocktail?,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
595,when can I have a cocktail,"If you had your surgery recently and are still taking prescribed pain or antibiotic medications, it's best to avoid alcohol completely for now. Combining alcohol with these medications can impair healing and cause complications. Staying hydrated and allowing your medications to work properly should be the focus in the early recovery stage.

However, if it has been several weeks since your surgery and you are no longer taking any prescribed medications, having an occasional light drink is probably fine. Please check with your surgeon to confirm when they approve resuming alcohol consumption. They may want you to avoid alcohol for the first 6-8 weeks while the new knee integrates and the wound fully heals.

The main concerns with alcohol are interactions with medication, dehydration, and slowing the healing process. So, once you are further along in recovery and off medications, light drinking should not be an issue. Be sure to listen to your body and stop drinking if you have any pain, swelling or other concerning symptoms."
596,Can you refill my prescription?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
597,refill my prescription," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
598,how do I refill my prescription ," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
599,I need a prescription refilled ," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
600,I need fill my prescription ," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
601,can you help me fill my prescription?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
602,are you able to refill my prescription?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
603,Can I get more pain medication?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
604,How do i get more pain medicaiton?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
605,can you help me get more pain medication?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
606,when can I refill my prescriotion for pain medication?," For your privacy and safety, I cannot take requests for controlled medication refills directly. Our office staff follows specific protocols and documentation requirements when refilling prescriptions. Calling into the office allows us to verify your information, check your record, and complete the renewal process.

Please call our office number at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about refilling your prescription. They will be able to look up your record, contact your provider if needed, and take care of getting your prescription renewed. Let me know if you have any other questions!"
607,I need to schedule an appointment,"Please call our office at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about scheduling an appointment. They will be able to look at the calendar, check provider availability, and find a convenient time slot for you. "
608,how do I schedule an appointment,"Please call our office at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about scheduling an appointment. They will be able to look at the calendar, check provider availability, and find a convenient time slot for you. "
609,When is my appointment?,"Please call our office at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about scheduling an appointment. They will be able to look at the calendar, check provider availability, and find a convenient time slot for you. "
610,How do I schedule an appointment?,"Please call our office at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about scheduling an appointment. They will be able to look at the calendar, check provider availability, and find a convenient time slot for you. "
611,can you help me schedule an appointment?,"Please call our office at 724-272-3698 any weekday between 9am-5pm to speak with a staff member about scheduling an appointment. They will be able to look at the calendar, check provider availability, and find a convenient time slot for you. "
612,Can I upload a photo?,"Regarding your inquiry about sharing photos, please know that we understand the potential value that visual aids can bring to enhancing communication, especially in the context of medical recovery and rehabilitation. 

Nevertheless, our current platform policies do not permit the exchange of personal photographs. This protocol has been carefully established, prioritizing your privacy and security foremost. Additionally, it helps us maintain a standard of care that relies strictly on verified medical instructions provided by your surgeon.

We encourage you to share any photos directly with your care team. Your healthcare provider or surgeon is in the best position to evaluate visual information, offer personalized advice, and adjust your recovery plan as needed."
613,Am I able to share a picture?,"Regarding your inquiry about sharing photos, please know that we understand the potential value that visual aids can bring to enhancing communication, especially in the context of medical recovery and rehabilitation. 

Nevertheless, our current platform policies do not permit the exchange of personal photographs. This protocol has been carefully established, prioritizing your privacy and security foremost. Additionally, it helps us maintain a standard of care that relies strictly on verified medical instructions provided by your surgeon.

We encourage you to share any photos directly with your care team. Your healthcare provider or surgeon is in the best position to evaluate visual information, offer personalized advice, and adjust your recovery plan as needed."
614,Is it possible to send images here?,"Regarding your inquiry about sharing photos, please know that we understand the potential value that visual aids can bring to enhancing communication, especially in the context of medical recovery and rehabilitation. 

Nevertheless, our current platform policies do not permit the exchange of personal photographs. This protocol has been carefully established, prioritizing your privacy and security foremost. Additionally, it helps us maintain a standard of care that relies strictly on verified medical instructions provided by your surgeon.

We encourage you to share any photos directly with your care team. Your healthcare provider or surgeon is in the best position to evaluate visual information, offer personalized advice, and adjust your recovery plan as needed."
615,How do I post a photo in the chat?,"Regarding your inquiry about sharing photos, please know that we understand the potential value that visual aids can bring to enhancing communication, especially in the context of medical recovery and rehabilitation. 

Nevertheless, our current platform policies do not permit the exchange of personal photographs. This protocol has been carefully established, prioritizing your privacy and security foremost. Additionally, it helps us maintain a standard of care that relies strictly on verified medical instructions provided by your surgeon.

We encourage you to share any photos directly with your care team. Your healthcare provider or surgeon is in the best position to evaluate visual information, offer personalized advice, and adjust your recovery plan as needed."
